smiles,mol_weight,logp,hbd,hba,tpsa,rotatable_bonds,heavy_atoms,drug_like
CN(C)C1=CC=C(C=C1)C2C(=C(C(=O)N2C3=NN=C(S3)SCC4=CC=C(C=C4)Cl)O)C(=O)C5=CC6=CC=CC=C6O5,603.1250000000002,7.078900000000006,1,9,99.77,8,41,0
CCCCCCCCCCCCOC(=O)CNC(=S)C(=S)NCC(=O)OCCCCCCCCCCCC,572.9220000000001,7.748600000000009,2,6,76.66000000000001,26,38,0
CC1=CC(=CC=C1)N2C(=NN=C2SCC(=O)NC3=NC=C(S3)CC4=CC(=CC(=C4)Cl)Cl)C5=CC=CO5,556.5000000000002,6.920620000000003,1,8,85.84,8,36,0
C1=CC=C2C(=C1)C(=O)N(C(=N2)C3=CC=C(C=C3)Cl)CCCCCCOC4=C(C=CC(=C4)Cl)Cl,501.84100000000035,7.6631000000000045,0,4,44.120000000000005,9,33,0
CC1=CC(=C(C(=C1)C)C2=C(SC3=C2N=C(N=C3NCCNC4CCN(CC4)C5=NC=CC=N5)C)C)C,501.70400000000035,5.360900000000005,2,8,78.86,7,36,0
CN(C1CC(=NOCC2=CC=C(C=C2)[N+](=O)[O-])C3=CC(C(C4C3C1(OC5=C4C=C(C=C5)OC(=O)NCC6=CC=CC=C6)OCC=C)CCCCO)CCCCO)S(=O)(=O)C7=CC=CC8=C7N=CC=C8,960.1189999999997,8.586100000000007,3,13,212.25,21,69,0
CCCN(CC(=O)NC1=CC(=NN1C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)COCC4=CC=CC=C4,500.5740000000003,5.072300000000005,1,5,76.46000000000001,11,37,0
C1CCC(CC1)C2=C(C=CC(=C2)Cl)OC3=CC(=CC(=C3)[N+](=O)[O-])NC(=O)C4=C5N=C(C=C(N5N=C4)C(F)(F)F)C6=CC=CS6,642.0590000000003,9.1305,1,8,111.66,7,44,0
COC1=C(C=CC(=C1)C2=CC(=C(C=C2)NC(=O)C(C(C(F)(F)F)(F)F)(F)F)OC)NC(=O)C(C(C(F)(F)F)(F)F)(F)F,636.3360000000004,6.913600000000002,2,4,76.66,9,42,0
CCOC1=CC2=C(C=C1)N=C(S2)SCC3=NN=C(N3C4=CC=CC=C4)SCC(=O)C5=CC=C(C=C5)F,536.6790000000003,6.6821000000000055,0,9,69.9,10,36,0
CCOC1=CC2=C(C=C1)N(C(=NC(=O)CS(=O)(=O)CC(=O)N3CCN(CC3)C(=O)OCC)S2)CC(=O)OC,570.6460000000004,0.4173000000000018,0,11,153.88,9,38,0
CC1=CC(=CC2=C1NC(=O)C23C4(C(C5N3CCC5)C(=O)C6=CC7=CC=CC=C7O6)C8=CC=CC=C8NC4=O)Cl,538.0030000000002,5.409220000000004,2,5,91.65,2,39,0
COC1=CC(=C(C=C1NC(=O)C2=C(C3=NC(CC(N3N2)C(F)(F)F)C4=CC=CS4)Cl)OC)Cl,521.3480000000001,5.1022000000000025,2,7,75.19,5,33,0
CC(C1=CC=CC=C1)NC(=O)N(CCCOC)CC2(CCC3C2(CCC4C35C=CC6(C4(CCC(C6)O)C)C=C5C(=O)C7=CC=CC=C7C8=CC=CC=C8)C)O,743.0010000000003,8.936700000000005,3,5,99.10000000000001,11,55,0
CCCOC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)CC3=CC=CC=C3)C4=CC(=C(C=C4)OCC)OCC)O,515.6060000000003,5.894700000000006,1,6,85.30000000000001,11,38,0
C1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)[N+](=O)[O-])C=C(C#N)C3=NC(=CS3)C4=CC=C(C=C4)F,500.51100000000014,5.939080000000003,1,7,118.14999999999999,8,36,0
C1CCC(CC1)CC2COC(=O)C(CC=CCC(C(=O)N2)CC(=O)N3CC4=CC=CC=C4CC3CO)CC5=CC=CC=C5,586.7730000000004,5.145800000000006,2,5,95.94,7,43,0
CC1=CC=C(C=C1)CN(CCC2=CNC3=CC=CC=C32)C(=O)CN(CC4=CC=C(C=C4)F)C(=O)C5=C(C=C(C=C5)[N+](=O)[O-])Cl,613.0890000000004,7.090920000000007,1,4,99.55000000000001,11,44,0
CCC1=CC=CC=C1OC(=O)C2=CC=C(C=C2)NC3=C(C(=O)N(C3=O)C4=C(C=C(C=C4)Cl)Cl)Cl,515.7800000000001,6.210700000000002,1,5,75.71000000000001,6,34,0
CCOC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)CCC3=CC=CC=C3)C4=CC=C(C=C4)I)O,553.3960000000002,5.354300000000005,1,4,66.84,7,33,0
CN(C)C1=CC=C(C=C1)C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)OC)C(=O)CC4=CNC5=CC=CC=C54,538.6920000000002,6.008400000000006,2,4,77.67,9,40,0
CCCCOC1=C(C=C(C=C1)C2C3=C(C(=O)N2C4=NC(=C(S4)C(=O)C)C)OC5=C(C3=O)C=C(C(=C5)C)C)OC,546.6450000000003,6.314660000000006,0,8,98.94000000000001,8,39,0
CC1=C(C(=CC=C1)NC(=O)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4)C5=C(C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,669.7450000000001,8.739140000000004,1,1,29.1,9,49,0
CCC(C1=CC=CC=C1)C(=O)N2CCN(CC2C)C(=O)CCCSC3=NN=C(N3C4=CC=CC=C4)C5=CC=CC=C5Cl,602.2040000000002,6.713100000000008,0,6,71.33000000000001,10,42,0
C1CN(C(N1CCNC=C2C=CC=C(C2=O)[N+](=O)[O-])C3=C(C(=CC=C3)[N+](=O)[O-])O)CCNC=C4C=CC=C(C4=O)[N+](=O)[O-],593.5530000000002,1.4626000000000001,3,13,214.32999999999998,12,43,0
CC(C)(C)C1=CC(=C(C=C1)OCC(=O)NNC(=S)NC(=O)CCCOC2=C(C=C(C=C2)Cl)Cl)Br,591.3550000000002,5.313300000000004,3,5,88.69000000000001,8,34,0
COC1=CC=CC=C1C2=NN=C(N2C3=CC=CC=C3)SCC(=O)NCCN4C(=O)C(=CC5=CC=CC=C5F)SC4=O,589.6740000000003,5.026800000000004,1,9,106.41999999999999,10,41,0
CC1=CC=C(C=C1)COC2=C(C=C(C=C2)C=C3C(=O)N(C(=NC4=CC=CC(=C4)C(=O)OC)S3)C)OC,502.59200000000027,5.603020000000007,0,7,77.43,7,36,0
CC1=CC(=C(C=C1)C)C(=C2C(N(C(=O)C2=O)C3=NN=C(S3)SCC4=C(C=C(C=C4)Cl)Cl)C5=CC=C(C=C5)OCC=C)O,638.5980000000002,7.9451400000000065,1,8,92.62,9,42,0
C1=CC=C(C=C1)C(=O)COC(=O)C2=CC=C(C=C2)N3C(=O)C4C(C3=O)C5(C6=CC=CC=C6C4(C7=CC=CC=C75)Br)Br,671.3410000000002,6.136100000000004,0,5,80.75,5,41,0
CCOC1=C(C=CC(=C1)C=C2C(=O)N3C4=CC=CC=C4N=C3S2)OCCCOC5=CC(=C(C=C5)C)C,500.62000000000035,5.320340000000005,0,7,62.06,9,36,0
COC1=C(C(=CC(=C1)C=C2C(=O)N(C(=NC3CCCCC3)S2)C4CCCCC4)I)OCC5=CC=C(C=C5)F,648.5820000000002,7.9556000000000076,0,5,51.129999999999995,7,38,0
CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCCCC,803.2239999999991,13.833799999999977,1,6,91.29000000000002,44,55,0
C=CCN(CC1CC(OC(O1)C2=CC=C(C=C2)CNC(=O)CCCCCCC(=O)NO)C3=CC=C(C=C3)CO)C4CCCC4,607.7920000000001,5.617100000000006,4,7,120.36000000000001,17,44,0
C1CCN(C1)CC2CCCN2CC3CC(OC(O3)C4=CC=CC(=C4)C5=CC=CC(=C5)CNC(=O)CCCCCC(=O)NC6=CC=CC=C6N)C7=CC=C(C=C7)CO,774.019,7.739100000000009,4,8,129.39,17,57,0
CC(C)C(=O)OC1C2(CC34C1(C(C56C7CC(=O)OC(C7(C(CC5(C3(C2CC(=O)OC)C)OC(O4)(O6)C)OC(=O)C)C)C8=COC=C8)OC(=O)C(C)C)O)C,758.8140000000003,3.682100000000003,1,15,192.56,8,54,0
C1COC2=C(C=CC=C2N1CC3=CN=CN3CC4=CC=C(C=C4)Cl)C(=O)NCCC5=CC(=CC=C5)F,504.99300000000017,5.095400000000004,1,5,59.39,8,36,0
CC(C)C1=CC=C(C=C1)C(C(=O)NC2=CC=C(C=C2)OC)N(CC3=CC=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,547.6590000000001,5.9721000000000055,1,6,89.35000000000001,10,41,0
CC12C(CC3C4C(CC=C3C1C5=CC(=C(C=C5)OC)O)C(=O)N(C4=O)C6=CC=C(C=C6)NC7=CC=CC=C7)C(=O)N(C2=O)C8=CC=CC=C8,653.7350000000001,6.579700000000007,2,7,116.25,6,49,0
COC(=O)C1=C(ON=C1C2=C(C=CC=C2Cl)Cl)NC(=O)ON=CC3=CC(=C(C(=C3)Br)O)Br,608.0260000000002,6.2482000000000015,2,8,123.25000000000001,5,32,0
CN(C(CC1=CC=CC=C1)C(=O)NCCO)C(=O)C23CC4C5C(C2ON(C3C(=O)O4)CC6=CC=C(C=C6)C=CCOC7C(C(C(C(O7)CO)O)O)O)OC8(O5)CC9=CC=CC=C9C8,871.9370000000004,-0.2264999999999906,6,15,226.24999999999997,14,63,0
CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)NCC3=CC(=CC=C3)C4=CC(=CC=C4)C5OC(CC(O5)C6=CC=C(C=C6)CO)CN7CCCC7COC,804.0219999999997,7.016520000000009,3,8,126.43,16,58,0
CC12C(CC3C4C(CC=C3C1C5=CC=CC=C5O)C(=O)N(C4=O)C6=CC=C(C=C6)[N+](=O)[O-])C(=O)N(C2=O)C7=CC(=C(C=C7)F)Cl,630.0280000000002,5.528200000000005,1,7,138.13,4,45,0
CCOC(=O)C1=CC=C(C=C1)C2=CC=C(O2)C=C(C#N)C3=NC(=C(S3)NC(=O)C4=CC=CS4)C5=CC=C(C=C5)C,565.6760000000002,7.933200000000006,1,8,105.22,8,40,0
CC1=C(C=CC(=C1)C(=O)C2C(N(C(=O)C2=O)CC3=CN=CC=C3)C4=CC(=CC=C4)Br)OCC5=CC=CC=C5,569.4550000000002,5.883220000000005,0,5,76.57000000000001,8,38,0
COC(=O)C(CC#CC1=CC2=C(C=C1)NC(=O)C23C(C4C(=O)OC(C(N4C3C5=CC=C(C=C5)OCCO)C6=CC=CC=C6)C7=CC=CC=C7)C(=O)O)C(=O)OC,758.7800000000003,4.117100000000002,3,11,177.99999999999997,10,56,0
COC1=C(C=CC(=C1)C=CC2C3=CCC4C(C3CC5(C2(C(=O)N(C5=O)CBr)Cl)Cl)C(=O)N(C4=O)C6=CC=C(C=C6)NC7=CC=CC=C7)O,751.461,6.606000000000007,2,7,116.25000000000001,7,48,0
CO.C1CC[N-]C(C1)CN(CC2C=CC=C[N-]2)CC3=NC(=CC=C3)Br.C1(C(C(C(C(C1Cl)Cl)Cl)Cl)O)O.[Fe+3],717.1410000000002,5.155500000000007,3,5,105.02000000000001,6,38,0
CC1=CC2=C(C=C1)C=C(C(=O)N2)C(C3=NN=NN3C4CCCCC4)N(CC5=CC=CC=C5)CC6=CC=C(C=C6)OC,548.6910000000005,6.128620000000006,1,7,88.93,9,41,0
CCOC(=O)C1=CC=C(C=C1)N=C2N(C(=O)CC(S2)C(=O)NC3=CC=CC=C3)CCCC4=CC=CC=C4,515.6350000000002,5.456400000000005,1,6,88.07,9,37,0
CC(=CCCC1(C=CC2=C(O1)C=CC3=C2C(=O)C(=O)C(=C3O)C4=C(C(=O)C5=CC=CC=C5C4=O)C6=C(C7=C(C8=C(C=C7)OC(C=C8)(C)CCC=C(C)C)C(=O)C6=O)O)C)C,802.8760000000001,9.653,2,10,161.34,8,60,0
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CSC3=NC4=C(S3)C=C(C=C4)NC(=O)C=CC5=CC=CC=C5,555.6850000000003,5.4768200000000045,2,8,98.02000000000001,8,39,0
C1CC(=CC2=CC=C(C=C2)F)C3=C(C1)C(N4C(=CSC4=N3)C5=CC=C(C=C5)Cl)C6=CC=C(C=C6)F,503.0170000000001,8.597900000000003,0,3,15.6,3,35,0
CC(C(=O)NN=CC1=CC(=C(C=C1)OC(=O)C2=C(C3=CC=CC=C3S2)Cl)OC)OC4=CC=C(C=C4)[N+](=O)[O-],553.9800000000002,5.608300000000004,1,9,129.36,9,38,0
COC(=O)C1=C(C=C(C=C1)OC2=C(C=C(C=C2)NC(=O)C3=CC=C(C=C3)I)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,695.422,6.069500000000004,2,9,163.17,9,43,0
C1=CC(=CC=C1CN2C=C(C=N2)Cl)C(=O)NNC(=O)C3=CC=C(C=C3)COC4=C(C=CC(=C4)Cl)Cl,529.8110000000003,5.545400000000003,2,5,85.25000000000001,7,35,0
CC1=C(SC2=C1C(=O)NC(=N2)CSC3=NN=C(N3C(C)C4CC5CCC4C5)C6=CC=CO6)C(=O)O,511.62900000000036,5.132220000000005,2,9,126.90000000000002,7,35,0
CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=CC=C2C3=C(N4C=C(C=CC4=N3)Br)NCC5=CC=CC=C5,548.4620000000002,6.452020000000005,1,6,72.7,7,35,0
CC1=NN(C(=C1)NC(=O)C2CCCCC2)C3=NC4=CC=CC=C4N3CC5=CC(=CC=C5)OC6=CC=CC=C6,505.6220000000001,6.8898200000000065,1,6,73.97000000000001,7,38,0
C1CCC(CC1)C2=CC=C(C=C2)OCCOC3=CC=CC(=C3)C=C4C(=N)N5C(=CSC5=NC4=O)C6=CC=CC=C6,549.6960000000003,7.496370000000008,1,5,74.98,8,40,0
CC(C)C1=CC=C(C=C1)C2C3=C(CC4N2C(=O)N(C4=O)C5=CC=C(C=C5)C(=O)NC6CCCC6)C7=CC=CC=C7N3,546.6710000000003,6.446600000000006,2,3,85.50999999999999,5,41,0
CCC(C)(C)NC(=O)C(C1=CC=C(C=C1)OC)N(C2=CC=CC(=C2C)C)C(=O)CCC(=O)NC3=NOC(=C3)C,534.6570000000004,5.406460000000005,2,6,113.77000000000001,11,39,0
CC1=CC=C(C=C1)C2=CN3C(=C(C4=C3N2CCCC4)C5=CC=C(C=C5)F)C(=S)NC6=CC=C(C=C6)Cl,514.0690000000001,8.299620000000003,1,3,21.369999999999997,4,36,0
CC(=NNC(=O)CSC1=NN=C(N1C2=CC=CC=C2)C3=CC=C(C=C3)Br)C4=CC=C(C=C4)[N+](=O)[O-],551.4260000000002,5.237500000000004,1,8,115.31000000000003,8,35,0
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)C(=CC5=CC=CC=C5)Br)C)C,595.7060000000001,10.375599999999995,0,2,26.3,8,39,0
CC1(C2=CC=CC=C2N(C1=CC(=O)CSC3=NC4=CC=CC=C4C(=O)N3C5=CC(=C(C=C5)OC)OC)C)C,527.6460000000002,5.375600000000005,0,8,73.66000000000001,7,38,0
C1=CC=C(C=C1)N2C(=C(C(=N2)N)C#N)C(=CC3=CC=C(O3)C4=C(C=C(C=C4)[N+](=O)[O-])Br)C#N,501.3000000000002,5.321060000000003,1,8,147.7,5,33,0
CCCCCC1(OC2C=C(CC(C2O1)OC(=O)C3=CC=C(C=C3)C=C4CCC5C(O5)(CCC6C4CC6(C)C)C)C(=O)N(C)C(CC7=CC=CC=C7)C(=O)NC(CCC(=O)OC(C)(C)C)CO)CCCCC,981.3249999999996,10.628899999999993,2,10,153.23,21,71,0
CC1=C(C=C(C=C1)[N+](=O)[O-])N2C3=C(C(C(=C2N)C(=O)C4=CC=C(C=C4)OC)C5=CC(=C(C(=C5)OC)OC)OC)C(=O)CC(C3)(C)C,627.694,6.2378200000000055,1,10,143.46,9,46,0
CC1=CC=C(C=C1)S(=O)(=O)[N]C2=NC3=CC=CC=C3N=C2NC4=CC=CC(=C4)C5=CC=C(C=C5)[N+](=O)[O-],510.55500000000023,5.881820000000004,1,7,129.19000000000003,7,37,0
CCC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3N=C2C(CC)N(CC4=CC=CC=C4)C(=O)COC5=CC=C(C=C5)Cl,566.1010000000003,7.160400000000006,0,5,64.43,10,41,0
CC1=CC=C(C=C1)NC2=NC3=NON=C3N=C2NN=CC4=CC=C(O4)C5=C(C(=CC(=C5)C)[N+](=O)[O-])C,484.4760000000003,5.295860000000004,2,11,157.4,7,36,0
CC1=CC=CC=C1NC(=O)CSC2=C(C(C(=C(N2)C)C(=O)NC3=CC=CC=C3OC)C4=CC=C(S4)C)C#N,544.7020000000001,6.080120000000005,3,7,103.25,8,38,0
CC1(CC2=C(C(=O)C1)C(=C(C(=N2)SCC(=O)NC3=NSC(=N3)C4=CC=CC=C4)C#N)C5=CC=C(C=C5)OC)C,555.6850000000002,6.033280000000005,1,9,117.86,7,39,0
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)N(C)C)C(=O)C(=CC4=CC=CC=C4OCC5=C(C=C(C=C5)Cl)Cl)S2)C,622.5740000000003,5.750100000000006,0,8,73.13,8,42,0
COC1=CC(=C(C=C1)C2C3=CCC4C(C3CC5(C2(C(=O)N(C5=O)C6=C(C(=C(C(=C6F)F)F)F)F)Cl)Cl)C(=O)N(C4=O)CCC7=CC=C(C=C7)O)O,751.4879999999999,5.608000000000005,2,7,124.45000000000002,6,51,0
CCC1=CC=C(C=C1)N2C(=O)C3CC=C4C(C3C2=O)CC5C(=O)N(C(=O)C5(C4C6=CC=CC=C6OCCO)C)C7=CC=CC=C7,604.7030000000003,5.055400000000006,1,6,104.22000000000001,7,45,0
CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCC)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC,919.4699999999995,18.37139999999998,0,6,78.9,49,66,0
CCC1=CC=C(C=C1)OC2=C(OC3=C(C2=O)C=CC(=C3)OCC4=CN(N=C4)C5=CC=CC=C5)C(F)(F)F,506.4800000000001,6.931200000000006,0,6,66.49000000000001,7,37,0
CC1=CC=C(C=C1)C(=O)C2=C(N(C(=C2C3=NC4=CC=CC=C4S3)NC(=O)C5=CC=C(C=C5)C)C6=CC=CC=C6)O,543.6480000000003,7.559740000000008,2,6,84.22,6,40,0
CCOC1=CC=C(C=C1)N2C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)C(=O)OC4=C(C=CC(=C4C)C)C,504.97000000000025,5.665460000000005,1,6,84.94000000000001,7,36,0
COC1=C(C=CC(=C1)O)C2C3=CCC4C(C3CC5(C2(C(=O)N(C5=O)C6=CC=C(C=C6)F)Cl)Cl)C(=O)N(C4=O)C7=CC=C(C=C7)C(=O)C8=CC=CC=C8,739.583,6.538900000000005,1,7,121.28999999999999,6,52,0
C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=CC(=CC=C4)Cl,542.0380000000001,5.193900000000003,3,5,121.44,8,36,0
C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)I)OC(=S)NC3=CC=C(C=C3)I,600.219,5.9239000000000015,2,3,50.36,4,27,0
CN(C1CC(=NOC2CCCCO2)C3=CC(C(C4C3C1(OC5=C4C=C(C=C5)OC6=CC=C(C=C6)C7=CC=CC=C7)OCC=C)CCCCO)CCCCO)C(=O)OCCCl,843.4579999999996,9.613299999999997,2,10,128.51000000000002,19,60,0
CC1=CC2=C(C=C1)N=C(S2)N3C(C(=C(C4=CC=C(C=C4)F)O)C(=O)C3=O)C5=CC(=CC=C5)OCC6=CC=CC=C6,550.6110000000003,6.949120000000005,1,6,79.73,6,40,0
CCCCOC1=CC=CC(=C1)C(=C2C(N(C(=O)C2=O)CC3=CC=CC=C3)C4=CC=C(C=C4)Br)O,520.4230000000001,6.249900000000006,1,4,66.84,8,34,0
CCOC1=CC=C(C=C1)N2C(=O)C3=C(CCS3)N=C2SCC(=O)N4C(CC(=N4)C5=CC=C(C=C5)OC)C6=CC(=C(C=C6)OC)OC,658.8020000000001,5.775200000000006,0,11,104.48000000000002,11,46,0
CCNC(=O)OC1=CC2=C(C=C1)OC3(C(CC(=NOCC)C4=CC(C(C2C43)CCCCO)CCCCO)N(CC5=CC=CC6=CC=CC=C65)C(=O)C7CC7)OCC=C,794.0020000000001,8.040400000000012,3,9,139.15,19,58,0
CCCCCN(CC(=O)NC1=CC(=NN1C2=CC(=C(C=C2)Cl)Cl)C(C)(C)C)C(=O)C3=CC=CC=C3,515.4850000000002,6.747700000000007,1,4,67.23,9,35,0
CCOC(=O)C1=CC=C(C=C1)N=C2N(C(=O)CC(S2)C(=O)NC3=CC=CC=C3Cl)CCC4=CC=CC=C4,536.0530000000002,5.719700000000005,1,6,88.07,8,37,0
C1CCC(CC1)N2C(=O)C3CC=C4C(C3C2=O)CC5(C(=O)N(C(=O)C5(C4C6=C(C7=CC=CC=C7C=C6)O)Cl)CBr)Cl,660.3920000000002,5.589300000000007,1,5,94.99000000000001,3,41,0
CN1C2=CC=C1C(=C3C=CC(=N3)C(C4=CC=C([N-]4)C(=C5C=CC(=C2C6=CC=CC=C6)[N-]5)C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9.Cl[Co+2],723.1650000000002,8.036800000000007,0,2,45.49,4,51,0
CCCCCCCCOC(=O)C1=C(N(C2=CC(=C(C=C21)OC(=O)C)Br)C)CSC(=N)N,512.4700000000001,5.510070000000004,2,7,107.39999999999999,11,31,0
C=CCOC12C(CC(=NOC3CCCCO3)C4=CC(C(C(C41)C5=C(O2)C=CC(=C5)OC6=CC=CC(=C6)[N+](=O)[O-])CCCCO)CCCCO)SCCC7=CC=NC=C7,814.0139999999996,8.918200000000004,2,12,155.0,20,58,0
C1=CC=C(C=C1)COC2=CC=CC(=C2)C=NNC(=O)CSC3=NC4=CC=CC=C4N3CC5=CC=CC=C5Cl,541.0760000000002,6.559400000000005,1,6,68.50999999999999,10,38,0
CC1CC(C23C(C1(C)CC=C(C)C=C)CC(C=C2C(OC3OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C4=CC=C(C=C4)O,596.6730000000005,5.159100000000006,1,10,134.66,8,43,0
CC1=CC(=C(C(=C1)C2C(=C(N(C3=C2C(=O)CCC3)C4=CC(=CC=C4)[N+](=O)[O-])N)C#N)C)COC5=CC=C(C=C5)Br,599.4850000000002,6.857920000000005,1,7,122.49,6,40,0
CCCCN(CC(=O)N(CCC1=CNC2=CC=CC=C21)CC3=CC=CC=C3)C(=O)NC4=C(C=CC=C4Cl)Cl,551.5180000000003,7.380200000000006,2,2,68.44,11,38,0
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC4=C(C=C3)OCCO4)O,639.6620000000001,1.4695000000000034,6,10,238.02999999999994,14,46,0
CCCN(C1CC(=NOCC2=CC=CC=C2)C3=CC(C(C4C3C1(OC5=C4C=C(C=C5)OC6=CC=CC(=C6)[N+](=O)[O-])OCC=C)CCCCO)CCCCO)C(=O)C7CC7,807.9849999999996,8.869500000000004,2,10,153.19,21,59,0
CC1=C2C(C(=C(N=C2N(N1)C3=NC4=CC=CC=C4S3)C5=CC=CC=C5)C6=NC7=CC=CC=C7S6)C8=CC=C(C=C8)F,571.7060000000002,8.408100000000005,1,7,53.41,4,41,0
COC1=CC(=C(C=C1)NC(=O)OC2=CC3=C(C=C2)OC4(C(CC(=NOCC5=CC=C(C=C5)[N+](=O)[O-])C6=CC(C(C3C64)CCCCO)CCCCO)N(CC7=CC8=C(C=C7)OCO8)C(=O)OC)OCC=C)OC,993.0759999999996,9.054000000000004,3,16,228.43999999999994,22,72,0
CCNC(=O)OC1=CC2=C(C=C1)OC3(C(CC(=NOC4CCCCO4)C5=CC(C(C2C53)CCCCO)CCCCO)N(C)C(=O)C6CC6)OCC=C,723.908,5.823500000000007,3,10,148.38,17,52,0
COC1=C(C=CC(=C1)C2C3=CCN4C(=O)N(C(=O)N4C3CC5C2(C(=O)N(C5=O)NC6=C(C=C(C=N6)C(F)(F)F)Cl)C7=CC=C(C=C7)Cl)C8=CC=CC=C8)O,779.5590000000002,5.854200000000006,2,11,140.69,6,54,0
CCOC1=C(C(=CC(=C1)C=C2C(=O)N3C(C(=C(N=C3S2)C)C(=O)OCC)C4=CC5=C(C=C4)OCO5)Br)OCC6=C(C=C(C=C6)Cl)Cl,746.4630000000001,6.574000000000005,0,10,97.58000000000001,9,46,0
CCCCCOC1=CC=C(C=C1)C2C(=C(C3=CC(=C(C=C3)OC)OC)O)C(=O)C(=O)N2CC4=CN=CC=C4,516.5940000000003,5.289700000000004,1,7,98.19,11,38,0
CCOC1=CC=CC(=C1)C(=C2C(N(C(=O)C2=O)C3=NC4=C(C=C(C=C4S3)C)C)C5=CC(=CC=C5)[N+](=O)[O-])O,529.5740000000003,5.846340000000005,1,8,122.87,6,38,0
CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)CN(CC(C)C)C(=O)NC3=CC(=C(C=C3)Cl)Cl,530.5000000000002,6.913620000000006,2,4,79.26,7,36,0
